State,Crop,Year,Season,Area (ha),Production (tonnes),Yield (tonnes/ha),Fertilizer Used,Irrigation Type,Soil Type,Pesticide Used,Temperature (°C),Rainfall (mm),Labor Count,District,Market Price (Rs/quintal),Government Support
Bihar,Sugarcane,2019,Zaid,6733.57,26255.22,3.9,MOP,Canal,Loamy,No,34.3,1374.9,76,Chennai,2027.94,No
Karnataka,Sugarcane,2019,Kharif,26178.69,110209.51,4.21,Compost,Canal,Sandy,Yes,20.9,404.4,73,Kolkata,1208.74,Yes
West Bengal,Wheat,2017,Kharif,25997.27,96416.58,3.71,MOP,Rainfed,Red,No,25.3,114.8,10,Amritsar,1040.94,No
Bihar,Rice,2020,Zaid,46683.82,173888.26,3.72,None,Rainfed,Black,Yes,29.9,1530.7,27,Patna,1088.64,No
Uttar Pradesh,Sugarcane,2021,Rabi,42858.78,127388.94,2.97,Compost,Drip,Red,Yes,28.4,302.1,34,Mumbai,1033.4,No
Maharashtra,Rice,2021,Rabi,48526.4,155953.24,3.21,MOP,Rainfed,Loamy,Yes,23.8,256.5,82,Patna,1441.42,No
Punjab,Maize,2018,Zaid,44805.28,112570.62,2.51,Urea,Canal,Black,Yes,26.7,105.1,58,Bangalore,1957.95,Yes
Uttar Pradesh,Cotton,2021,Rabi,49437.56,77899.36,1.58,DAP,Canal,Loamy,Yes,34.6,921.9,91,Ludhiana,1884.89,Yes
Tamil Nadu,Cotton,2018,Zaid,29857.72,112116.59,3.76,MOP,Sprinkler,Red,No,33.4,1056.2,15,Lucknow,4947.19,Yes
West Bengal,Rice,2018,Kharif,31739.12,119047.01,3.75,MOP,Sprinkler,Loamy,Yes,21.4,1311.6,35,Ludhiana,2224.02,Yes
Maharashtra,Sugarcane,2017,Kharif,18209.75,32437.57,1.78,Urea,Canal,Black,Yes,34.9,662.5,10,Ludhiana,1509.68,No
Haryana,Rice,2019,Kharif,47288.62,157462.81,3.33,None,Canal,Black,No,21.1,1449.8,15,Patna,3182.25,Yes
Uttar Pradesh,Rice,2019,Kharif,23935.38,69386.23,2.9,DAP,Drip,Loamy,No,30.9,421.7,81,Patna,4431.83,No
Punjab,Cotton,2018,Rabi,22069.28,72624.09,3.29,MOP,Drip,Black,No,25.2,1680.8,16,Patna,3712.24,No
Tamil Nadu,Cotton,2018,Kharif,35697.97,104490.22,2.93,Compost,Canal,Black,Yes,31.8,1186.5,70,Ludhiana,2184.33,Yes
Uttar Pradesh,Cotton,2021,Zaid,32683.42,71257.16,2.18,MOP,Rainfed,Loamy,Yes,25.2,1209.4,57,Kolkata,3246.46,Yes
Tamil Nadu,Wheat,2020,Rabi,38904.08,72758.51,1.87,DAP,Sprinkler,Red,No,39.7,498.6,40,Amritsar,3859.42,No
Karnataka,Sugarcane,2017,Kharif,22470.75,90277.16,4.02,MOP,Canal,Black,No,26.2,240.8,21,Kolkata,3912.42,Yes
Punjab,Sugarcane,2019,Zaid,23002.9,50892.44,2.21,Urea,Rainfed,Black,No,24.8,983,32,Chennai,3666.15,Yes
Tamil Nadu,Sugarcane,2017,Kharif,6468.06,21506.03,3.32,MOP,Canal,Black,No,25.6,1269.7,96,Patna,4483.24,No
Karnataka,Maize,2020,Kharif,30927.77,64933.59,2.1,MOP,Sprinkler,Black,Yes,37.9,280.6,26,Patna,4480.42,No
Uttar Pradesh,Maize,2019,Zaid,38865.8,85924.51,2.21,Compost,Sprinkler,Loamy,Yes,32.7,1906,11,Bangalore,3315.75,No
West Bengal,Cotton,2021,Zaid,46440.4,120636.25,2.6,Urea,Drip,Red,Yes,34.6,1962.8,19,Bangalore,2719.43,No
Maharashtra,Cotton,2021,Zaid,26712.05,102193.15,3.83,Urea,Drip,Red,Yes,38.4,1136.4,15,Mumbai,3566.28,No
Uttar Pradesh,Maize,2019,Kharif,17278.07,41144.75,2.38,MOP,Drip,Sandy,Yes,38.2,1905.1,28,Mumbai,4272.85,Yes
Karnataka,Maize,2020,Zaid,30961.72,109465.16,3.54,Compost,Drip,Black,No,34.8,440.9,71,Bangalore,1022.61,No
Maharashtra,Sugarcane,2018,Rabi,47410.91,196971.72,4.15,MOP,Sprinkler,Black,Yes,24,148.3,34,Chennai,4967.99,No
Bihar,Rice,2017,Zaid,17648.74,50596.42,2.87,MOP,Rainfed,Sandy,No,36.9,174.9,74,Mumbai,1731.58,No
Haryana,Wheat,2017,Zaid,22346.59,86781.7,3.88,DAP,Rainfed,Red,No,24.1,1216.3,70,Lucknow,2881,Yes
Bihar,Maize,2019,Kharif,5360.5,23988.71,4.48,DAP,Rainfed,Clay,No,34.9,217.1,65,Lucknow,4488.12,No
Punjab,Sugarcane,2018,Rabi,4028.61,7159.17,1.78,Compost,Canal,Clay,Yes,33.7,1921.2,82,Chennai,1900.16,No
Karnataka,Sugarcane,2021,Kharif,45748.4,94615.94,2.07,None,Drip,Red,No,35.2,369.7,45,Bangalore,2907.18,Yes
Karnataka,Rice,2017,Rabi,32728.31,75900.94,2.32,DAP,Drip,Black,Yes,30.7,679,86,Mumbai,1530.33,No
Uttar Pradesh,Maize,2021,Zaid,38095.36,63497.98,1.67,None,Sprinkler,Clay,No,32.8,1662.8,55,Patna,2580.31,No
Tamil Nadu,Maize,2020,Kharif,33512.66,91609.95,2.73,Urea,Sprinkler,Loamy,Yes,39.1,515.6,48,Bangalore,1708.54,No
Haryana,Rice,2020,Zaid,15458.55,37047.52,2.4,DAP,Canal,Loamy,No,22,561.6,99,Mumbai,2454.51,Yes
Karnataka,Wheat,2017,Rabi,10046.99,25381.94,2.53,DAP,Canal,Sandy,Yes,26.2,1320.4,17,Chennai,2493.86,Yes
Punjab,Sugarcane,2017,Rabi,9493.81,28077.49,2.96,Compost,Rainfed,Red,No,32.2,624.6,94,Lucknow,4972.68,No
Bihar,Cotton,2018,Rabi,7717.38,28567.03,3.7,None,Sprinkler,Red,No,39.3,513.2,16,Ludhiana,4979.25,No
Punjab,Cotton,2017,Rabi,27788.09,116911.14,4.21,DAP,Drip,Clay,No,21.9,582.9,86,Chennai,1459.15,No
Karnataka,Sugarcane,2020,Zaid,46646.19,184856.19,3.96,DAP,Rainfed,Black,No,20.5,1032.2,13,Ludhiana,3903.88,Yes
Maharashtra,Maize,2018,Rabi,17012.94,26071.19,1.53,Compost,Drip,Red,Yes,21.1,1935.6,89,Mumbai,1206.98,Yes
Tamil Nadu,Maize,2021,Kharif,5838.12,10082.34,1.73,Compost,Rainfed,Clay,Yes,21,1681.3,52,Chennai,1120.77,Yes
West Bengal,Maize,2021,Rabi,11520.1,19603.78,1.7,None,Drip,Clay,Yes,38.2,640.8,53,Mumbai,1421.34,Yes
Karnataka,Rice,2017,Zaid,33277.16,103055.23,3.1,Urea,Canal,Red,No,34.4,790.4,57,Mumbai,4861.94,Yes
Bihar,Rice,2021,Zaid,37659.88,119900.28,3.18,Urea,Rainfed,Clay,No,33.5,982.6,60,Ludhiana,4763.45,Yes
West Bengal,Sugarcane,2018,Rabi,13723.87,60510.89,4.41,MOP,Drip,Sandy,No,30.5,1960,44,Chennai,1775.71,No
West Bengal,Rice,2020,Kharif,34908.55,100319.74,2.87,DAP,Drip,Sandy,No,35.6,427.5,28,Amritsar,1646.69,Yes
Karnataka,Cotton,2017,Kharif,7756.38,27661.48,3.57,None,Sprinkler,Red,No,23.1,779.2,76,Patna,1962.14,No
Haryana,Cotton,2017,Rabi,24390.17,62254.87,2.55,DAP,Rainfed,Black,No,27.8,1485.9,37,Bangalore,3062.19,Yes
Karnataka,Wheat,2017,Rabi,11243.91,19722.55,1.75,None,Drip,Sandy,Yes,29.8,1931.5,27,Lucknow,3278.82,No
Punjab,Cotton,2019,Rabi,9950.95,19093.85,1.92,None,Sprinkler,Sandy,Yes,22.2,395.8,81,Patna,1886.37,Yes
Tamil Nadu,Cotton,2019,Kharif,23497.08,56624.62,2.41,None,Drip,Red,Yes,28.4,532,58,Bangalore,4026.49,No
Uttar Pradesh,Sugarcane,2021,Rabi,4751.84,13125.93,2.76,DAP,Rainfed,Loamy,Yes,26.3,528.8,57,Bangalore,2238.21,No
Haryana,Rice,2021,Rabi,20979.66,41616.44,1.98,Compost,Canal,Clay,Yes,20.7,139.8,53,Lucknow,4688.53,No
Karnataka,Rice,2018,Kharif,46476.99,187515.46,4.03,DAP,Rainfed,Sandy,Yes,22.7,1247.8,82,Patna,3626.89,Yes
Tamil Nadu,Sugarcane,2019,Zaid,46985.63,163760.58,3.49,None,Rainfed,Loamy,Yes,35.3,1374.3,82,Lucknow,2745.4,Yes
Punjab,Maize,2019,Zaid,20757.18,83048.07,4,MOP,Drip,Black,Yes,20.4,1244.8,84,Mumbai,4159.65,Yes
Karnataka,Cotton,2021,Kharif,45063.76,197685,4.39,Urea,Drip,Loamy,No,38.7,235.5,53,Lucknow,4271.66,No
Uttar Pradesh,Sugarcane,2021,Rabi,34115.32,118532.98,3.47,None,Rainfed,Red,No,21.7,231.5,64,Ludhiana,2161.93,No
Karnataka,Sugarcane,2019,Rabi,8657.9,18703.37,2.16,MOP,Sprinkler,Black,No,36,499.7,94,Ludhiana,2358.86,No
Karnataka,Cotton,2018,Zaid,5690.72,13959.81,2.45,Compost,Sprinkler,Black,No,38,651.6,94,Chennai,4743.82,Yes
Tamil Nadu,Maize,2017,Zaid,11801.85,49078.53,4.16,None,Sprinkler,Loamy,No,38.8,1594.4,69,Amritsar,1658.96,Yes
Karnataka,Sugarcane,2019,Zaid,32135.3,108921.38,3.39,MOP,Drip,Red,No,37.3,402.8,36,Amritsar,1168.6,No
Uttar Pradesh,Rice,2018,Rabi,34194.47,95244.38,2.79,None,Drip,Sandy,No,25.8,183.8,83,Amritsar,2816.22,Yes
Bihar,Rice,2019,Rabi,8175.38,32691.62,4,DAP,Rainfed,Loamy,Yes,26.7,848.6,25,Patna,4204.84,Yes
Maharashtra,Rice,2021,Rabi,6273.1,23865.28,3.8,MOP,Canal,Sandy,Yes,28.5,891.1,22,Ludhiana,4086.67,Yes
Maharashtra,Rice,2018,Zaid,24717.01,75196.22,3.04,DAP,Drip,Loamy,No,22.8,956.7,98,Patna,4678.12,Yes
West Bengal,Rice,2020,Rabi,16935.35,27398.15,1.62,DAP,Rainfed,Sandy,Yes,20.4,1671.1,64,Mumbai,3132.8,No
Uttar Pradesh,Rice,2019,Zaid,48939.38,215198.28,4.4,MOP,Rainfed,Loamy,Yes,37.4,286.2,17,Kolkata,1400.26,Yes
Bihar,Wheat,2017,Zaid,17944.5,63044.04,3.51,Urea,Canal,Black,Yes,31.1,1437.5,28,Amritsar,3354.76,Yes
Maharashtra,Maize,2017,Rabi,39381.6,90490.46,2.3,MOP,Sprinkler,Clay,Yes,32.2,742.1,34,Mumbai,4113.58,No
Uttar Pradesh,Rice,2019,Kharif,30572.91,106348.42,3.48,Urea,Rainfed,Black,Yes,38.5,689,6,Ludhiana,1373.31,No
Punjab,Rice,2017,Zaid,46987.96,96022.24,2.04,None,Rainfed,Sandy,No,33.3,1871.8,87,Kolkata,1690.63,Yes
Uttar Pradesh,Cotton,2021,Zaid,25347.88,107749.43,4.25,None,Rainfed,Red,Yes,33.8,572.1,29,Amritsar,1049.16,Yes
Punjab,Sugarcane,2018,Kharif,28705.58,81143.69,2.83,MOP,Sprinkler,Black,No,35.7,1320.8,54,Patna,3374.61,Yes
Haryana,Rice,2017,Rabi,20262.09,36486.69,1.8,None,Sprinkler,Clay,No,22.3,622.7,18,Kolkata,4546.94,Yes
Punjab,Wheat,2019,Rabi,4763.56,10503.57,2.2,Compost,Canal,Sandy,No,27.2,1063.6,10,Chennai,3682.65,No
West Bengal,Cotton,2021,Zaid,7637.52,16759.97,2.19,DAP,Drip,Black,Yes,39.4,1594,80,Chennai,4928.16,No
Karnataka,Rice,2020,Kharif,21561.74,35617.14,1.65,DAP,Sprinkler,Loamy,No,38.5,1775.3,88,Chennai,1252.13,No
Uttar Pradesh,Wheat,2019,Rabi,43039.8,158966.3,3.69,Urea,Drip,Red,No,37.7,1693.5,91,Lucknow,4612,Yes
Karnataka,Wheat,2020,Zaid,16015.21,25957.04,1.62,None,Drip,Sandy,No,29,1206.1,34,Chennai,4256.27,Yes
Bihar,Sugarcane,2021,Zaid,1306.62,2202.51,1.69,Urea,Sprinkler,Black,No,37.1,572.8,34,Bangalore,2256.97,No
Uttar Pradesh,Maize,2020,Kharif,41785.81,163672.78,3.92,DAP,Rainfed,Sandy,Yes,21,1356.3,42,Amritsar,4894.11,Yes
West Bengal,Wheat,2020,Kharif,5291.97,9365.46,1.77,DAP,Canal,Loamy,No,23,1448.8,62,Chennai,2151.75,No
Bihar,Sugarcane,2021,Zaid,43663.73,76436.62,1.75,None,Drip,Clay,No,28.3,120.3,98,Kolkata,4557.22,No
Karnataka,Rice,2021,Kharif,22663.24,56730.7,2.5,Compost,Rainfed,Black,No,29.7,934.5,45,Ludhiana,4522.99,No
Bihar,Sugarcane,2019,Kharif,29027.8,113681.49,3.92,Compost,Sprinkler,Sandy,No,25.3,1702.2,98,Bangalore,4030.63,No
Uttar Pradesh,Sugarcane,2021,Kharif,14140.54,36528.18,2.58,None,Drip,Sandy,Yes,27.1,1030.2,61,Bangalore,3253.88,No
Maharashtra,Rice,2021,Rabi,2698.96,7221.69,2.68,None,Drip,Sandy,No,23.3,691.6,40,Bangalore,1480.01,No
Tamil Nadu,Rice,2021,Zaid,32433.72,73932.16,2.28,Urea,Drip,Clay,No,29.8,1756.4,68,Mumbai,3127.89,No
Maharashtra,Sugarcane,2020,Zaid,15567.07,34091.59,2.19,None,Rainfed,Sandy,No,35.9,396.2,20,Kolkata,2427.19,Yes
Uttar Pradesh,Sugarcane,2017,Kharif,27733.52,50385.56,1.82,Compost,Rainfed,Red,No,33.2,492.2,92,Mumbai,4168.87,No
West Bengal,Sugarcane,2019,Kharif,5019.16,8054.84,1.6,None,Rainfed,Red,No,22.2,1406,82,Bangalore,4032.52,No
Bihar,Rice,2021,Rabi,22781.88,68661.33,3.01,Urea,Drip,Sandy,No,29.8,769.6,94,Lucknow,4642.45,Yes
Bihar,Maize,2018,Rabi,18238.45,69033.04,3.79,Urea,Drip,Red,Yes,34,1454.7,76,Chennai,1059.32,No
West Bengal,Cotton,2019,Zaid,23916.38,80315.27,3.36,Urea,Canal,Black,No,30.6,399.6,18,Ludhiana,4236.41,Yes
Bihar,Rice,2018,Rabi,17183.95,54863.12,3.19,Urea,Canal,Red,Yes,27.8,579.3,35,Amritsar,4753.85,No
Karnataka,Cotton,2019,Kharif,7329.55,13183.22,1.8,MOP,Rainfed,Sandy,Yes,32.4,397.6,70,Kolkata,4157.2,Yes
Tamil Nadu,Rice,2018,Zaid,24076.55,71668.59,2.98,None,Rainfed,Loamy,No,39.4,1910.5,72,Lucknow,1520.78,Yes
Karnataka,Wheat,2020,Kharif,38502.8,86980.87,2.26,DAP,Sprinkler,Black,Yes,21.9,870.3,69,Patna,1325.12,Yes
Karnataka,Sugarcane,2020,Zaid,7171.8,31824.54,4.44,None,Rainfed,Clay,No,27.8,740.7,59,Mumbai,1083.38,No
Uttar Pradesh,Maize,2021,Zaid,16892.14,59619.98,3.53,MOP,Canal,Sandy,Yes,28.1,127,88,Chennai,3514.98,Yes
Punjab,Rice,2017,Rabi,29192.6,81365.24,2.79,Urea,Canal,Clay,No,31.5,391.5,82,Chennai,3518.69,No
Maharashtra,Sugarcane,2017,Kharif,23739.27,102771.71,4.33,MOP,Canal,Loamy,Yes,23,900.2,44,Patna,4947.65,No
Punjab,Cotton,2017,Rabi,11716.98,19682.53,1.68,Compost,Drip,Clay,Yes,23.5,230.2,29,Patna,2592.17,No
Karnataka,Cotton,2017,Rabi,3204.84,11865.77,3.7,Compost,Drip,Sandy,No,25.7,1070.4,29,Kolkata,2327.63,No
Haryana,Rice,2017,Rabi,21157.35,39758.03,1.88,None,Rainfed,Sandy,Yes,39.1,964.5,7,Chennai,3497.7,No
Haryana,Wheat,2018,Kharif,13670.99,21648.79,1.58,None,Sprinkler,Loamy,Yes,34.7,1557.6,73,Patna,4302.43,No
Bihar,Rice,2017,Zaid,27859.11,56385.21,2.02,DAP,Sprinkler,Sandy,Yes,33.2,1353.6,30,Chennai,4747.1,No
Uttar Pradesh,Rice,2017,Rabi,20496.32,80303.28,3.92,DAP,Sprinkler,Loamy,Yes,36.3,947.3,44,Lucknow,4212.5,Yes
West Bengal,Sugarcane,2020,Kharif,2209.52,5718.81,2.59,Compost,Drip,Loamy,Yes,22.6,526.9,42,Kolkata,2706.7,No
Maharashtra,Cotton,2018,Rabi,40210.11,164420.23,4.09,Urea,Canal,Sandy,No,37.2,1481,42,Ludhiana,3539.66,No
Maharashtra,Sugarcane,2021,Rabi,26748.05,96119.07,3.59,MOP,Canal,Red,Yes,31.9,1444.9,72,Patna,4425.2,Yes
Bihar,Wheat,2017,Kharif,34302.03,148794.45,4.34,DAP,Drip,Loamy,Yes,26.7,391.3,11,Lucknow,2962.44,No
Uttar Pradesh,Cotton,2019,Zaid,46290.07,114682.28,2.48,DAP,Sprinkler,Sandy,No,36.3,1838,98,Lucknow,1866.75,Yes
Uttar Pradesh,Sugarcane,2017,Kharif,42025.89,79097.28,1.88,Urea,Sprinkler,Red,No,36.1,222.4,34,Patna,1678.89,Yes
Maharashtra,Sugarcane,2017,Kharif,23572.82,70645.7,3,Urea,Rainfed,Loamy,No,36.9,204.6,23,Kolkata,1000.63,No
West Bengal,Cotton,2019,Zaid,36718.02,140977.47,3.84,None,Rainfed,Red,Yes,22.3,456,39,Chennai,3872.95,No
Tamil Nadu,Maize,2017,Kharif,35894.72,92241.84,2.57,MOP,Sprinkler,Black,Yes,39.4,1828,37,Ludhiana,1444.39,Yes
Uttar Pradesh,Cotton,2019,Zaid,45040.61,142298.42,3.16,Urea,Drip,Black,Yes,39.2,1088,37,Bangalore,1975.36,No
Tamil Nadu,Wheat,2018,Kharif,49452.94,107668.11,2.18,DAP,Sprinkler,Red,Yes,27.1,1597.1,82,Chennai,2191.51,Yes
Karnataka,Wheat,2020,Zaid,4970.89,19829.72,3.99,DAP,Rainfed,Loamy,No,21.3,532.9,42,Amritsar,3241.52,Yes
Maharashtra,Maize,2021,Rabi,43807.31,196550.55,4.49,Compost,Sprinkler,Sandy,No,23.3,1031.4,14,Patna,2591.83,No
Maharashtra,Maize,2017,Zaid,17020.11,41141.55,2.42,Urea,Drip,Clay,Yes,39.9,780.7,61,Mumbai,3698.7,Yes
Punjab,Rice,2021,Rabi,30022.77,107600.45,3.58,None,Canal,Sandy,Yes,31.3,1672.9,32,Kolkata,1222.55,No
Punjab,Maize,2020,Zaid,33664.24,62571.25,1.86,MOP,Drip,Clay,Yes,27.1,142.9,82,Patna,1495.76,No
Bihar,Cotton,2020,Kharif,40400.69,112225.57,2.78,None,Drip,Clay,Yes,25.8,563.3,42,Amritsar,2996.85,Yes
Uttar Pradesh,Maize,2021,Zaid,10145.36,15999.93,1.58,DAP,Rainfed,Loamy,No,25.1,389.9,20,Lucknow,2347.86,Yes
Maharashtra,Sugarcane,2020,Zaid,31238.19,126510.86,4.05,None,Drip,Red,No,33.3,1732.5,25,Mumbai,2183.25,No
Uttar Pradesh,Sugarcane,2018,Rabi,6294.18,18476.4,2.94,DAP,Drip,Sandy,Yes,28.4,988.3,96,Mumbai,1268.11,No
Uttar Pradesh,Cotton,2020,Kharif,5215.58,8715.66,1.67,DAP,Rainfed,Red,No,39.3,868,10,Chennai,4582.88,No
Tamil Nadu,Maize,2020,Zaid,27672.9,60914.21,2.2,DAP,Rainfed,Black,Yes,33.7,954,45,Bangalore,3767.27,Yes
Haryana,Rice,2019,Zaid,3037.37,9095.07,2.99,DAP,Canal,Loamy,Yes,35.8,1946.7,19,Chennai,1486.47,No
Karnataka,Sugarcane,2017,Rabi,8542.06,37850.68,4.43,DAP,Sprinkler,Loamy,No,25.9,1715.5,7,Kolkata,1260.18,Yes
Karnataka,Maize,2020,Rabi,44788.13,77210.94,1.72,Compost,Drip,Black,Yes,21.6,1442.1,47,Mumbai,4899.49,Yes
Tamil Nadu,Cotton,2020,Kharif,35321.16,134621.01,3.81,None,Rainfed,Sandy,No,29.8,651.9,51,Ludhiana,3724.69,Yes
Bihar,Maize,2019,Kharif,26955.98,99660.71,3.7,Compost,Canal,Black,Yes,26.3,413.8,18,Ludhiana,2669.82,No
Karnataka,Wheat,2021,Kharif,41827.01,100763.46,2.41,Compost,Sprinkler,Sandy,No,24,1850.7,70,Mumbai,3806.92,Yes
Bihar,Sugarcane,2019,Kharif,34129.15,82651.14,2.42,Urea,Rainfed,Clay,Yes,39.1,903.8,33,Ludhiana,4025.33,No
Bihar,Wheat,2021,Zaid,16581.15,53709.55,3.24,Urea,Sprinkler,Loamy,No,28.9,629.6,8,Ludhiana,4119.85,Yes
Punjab,Rice,2017,Rabi,23869.68,41298.57,1.73,Urea,Sprinkler,Sandy,Yes,23.5,994.7,30,Bangalore,2911.51,No
Maharashtra,Maize,2020,Kharif,6210.53,11442.4,1.84,MOP,Drip,Red,Yes,24,1843.9,16,Kolkata,2719.53,No
Bihar,Cotton,2021,Zaid,23152.24,103199.16,4.46,Urea,Drip,Red,No,25.6,835.4,6,Patna,1044.11,Yes
Maharashtra,Rice,2019,Zaid,31204.98,89630.97,2.87,None,Rainfed,Loamy,Yes,40,1169,21,Bangalore,4706.23,No
Haryana,Wheat,2018,Zaid,32789.5,143083.47,4.36,Compost,Sprinkler,Black,No,25.4,1625.6,39,Lucknow,3413.23,Yes
Punjab,Rice,2018,Kharif,30488.53,98941.68,3.25,None,Rainfed,Black,No,26.6,911.6,14,Chennai,1812.62,Yes
Maharashtra,Maize,2020,Kharif,7214.38,19300.11,2.68,Urea,Rainfed,Sandy,Yes,33.2,543.7,90,Ludhiana,4678.41,Yes
Haryana,Sugarcane,2017,Zaid,35211.72,75520.32,2.14,MOP,Sprinkler,Black,Yes,25.9,1989.6,47,Patna,4659.73,Yes
Tamil Nadu,Rice,2017,Kharif,29272.1,74247,2.54,MOP,Rainfed,Loamy,Yes,24.3,1917.5,25,Chennai,4956.74,Yes
Uttar Pradesh,Sugarcane,2018,Zaid,34241.2,112253.37,3.28,Compost,Sprinkler,Sandy,Yes,23.2,1702.6,19,Ludhiana,4496.23,Yes
Punjab,Rice,2020,Kharif,8030,15693.32,1.95,None,Sprinkler,Clay,No,26.3,1407.9,39,Bangalore,4991.14,Yes
Uttar Pradesh,Sugarcane,2021,Kharif,26659.51,65512.29,2.46,DAP,Sprinkler,Black,Yes,22.1,660.2,89,Patna,1978.74,No
Karnataka,Wheat,2020,Rabi,4929.15,14444.96,2.93,None,Sprinkler,Black,Yes,20.4,1835.5,89,Bangalore,4369,Yes
Bihar,Sugarcane,2020,Rabi,16041.64,33456.31,2.09,Urea,Canal,Sandy,Yes,36.1,623.6,89,Lucknow,4292.11,Yes
West Bengal,Wheat,2018,Rabi,48576.07,98680.37,2.03,DAP,Sprinkler,Red,No,22.8,1621.5,64,Amritsar,1923.76,No
Maharashtra,Sugarcane,2019,Kharif,21710.15,97411.57,4.49,MOP,Drip,Black,Yes,35.5,1844.7,48,Mumbai,1393.75,No
Maharashtra,Wheat,2018,Kharif,8307.9,32050.02,3.86,Compost,Drip,Loamy,No,36,1245.7,9,Kolkata,4917.68,Yes
Maharashtra,Maize,2017,Rabi,5220.47,20585.15,3.94,Compost,Drip,Black,Yes,30.8,1625.8,77,Patna,2184.1,Yes
Punjab,Maize,2021,Zaid,30908.5,48598.38,1.57,MOP,Sprinkler,Clay,No,26.2,1604.2,22,Mumbai,4483.57,Yes
Bihar,Rice,2019,Zaid,45217.76,119811.06,2.65,Urea,Drip,Black,Yes,22.9,467,25,Amritsar,1016.51,No
West Bengal,Rice,2017,Zaid,10647.51,30062.73,2.82,MOP,Canal,Red,Yes,34.7,1369.1,76,Patna,1084.1,Yes
Uttar Pradesh,Rice,2020,Kharif,25673.8,43756.55,1.7,Urea,Rainfed,Black,No,32,277.6,78,Mumbai,2863.49,No
Haryana,Sugarcane,2018,Kharif,22823.94,35233.35,1.54,DAP,Sprinkler,Sandy,Yes,33.1,1064.9,55,Mumbai,1954.86,Yes
Uttar Pradesh,Sugarcane,2020,Zaid,31656.89,101771.3,3.21,MOP,Drip,Black,Yes,20.2,408.2,45,Patna,3759.37,Yes
West Bengal,Cotton,2021,Rabi,14884.84,59713.69,4.01,Urea,Canal,Red,Yes,38.6,891.1,28,Mumbai,3262.26,No
Uttar Pradesh,Rice,2021,Zaid,9004.97,18490.6,2.05,DAP,Rainfed,Sandy,No,21.3,1682.7,28,Mumbai,1309.94,Yes
Bihar,Cotton,2019,Rabi,19870.03,80760.09,4.06,MOP,Canal,Loamy,Yes,27.3,1975.6,42,Patna,1650.51,Yes
West Bengal,Maize,2019,Zaid,10513.98,30735.57,2.92,Compost,Drip,Sandy,No,28.1,704.1,48,Kolkata,2552.2,Yes
Uttar Pradesh,Cotton,2019,Kharif,28111.24,86058.29,3.06,MOP,Canal,Clay,No,20,1110.7,61,Mumbai,1742.42,No
Uttar Pradesh,Wheat,2020,Rabi,48029.76,79061.05,1.65,None,Rainfed,Sandy,No,29.9,1071.5,63,Mumbai,4168.89,Yes
Tamil Nadu,Rice,2017,Rabi,27522.24,94586.14,3.44,MOP,Drip,Loamy,Yes,35.1,1913.4,38,Kolkata,2664.28,Yes
Punjab,Rice,2019,Rabi,23259.64,66399.22,2.85,None,Rainfed,Black,No,36.5,1009.3,79,Chennai,1373.73,No
Haryana,Sugarcane,2017,Kharif,40027.74,150915.56,3.77,DAP,Canal,Sandy,No,37.6,1428.3,99,Lucknow,2937.37,No
Maharashtra,Wheat,2020,Kharif,3896.19,13917.89,3.57,MOP,Sprinkler,Sandy,Yes,29.8,1851.4,86,Chennai,1363.35,Yes
West Bengal,Maize,2017,Rabi,46474.54,82418.97,1.77,DAP,Sprinkler,Sandy,No,32.6,809.4,27,Ludhiana,1515.75,Yes
Bihar,Rice,2019,Zaid,33851.28,115956.16,3.43,DAP,Sprinkler,Sandy,No,21.6,1814,90,Amritsar,1958.44,No
Uttar Pradesh,Wheat,2020,Kharif,2088.71,9327.39,4.47,Urea,Sprinkler,Loamy,Yes,29.8,1843.2,47,Chennai,4438.11,Yes
Karnataka,Maize,2018,Rabi,36704.16,89781.72,2.45,DAP,Rainfed,Red,Yes,23.1,1868.3,86,Chennai,4698.45,Yes
Maharashtra,Cotton,2021,Kharif,5751.32,11715.98,2.04,DAP,Sprinkler,Red,No,27.4,613.8,44,Amritsar,4305.03,No
Tamil Nadu,Rice,2018,Rabi,27799.51,81321.06,2.93,MOP,Rainfed,Sandy,Yes,26.6,860.7,51,Mumbai,2336.31,Yes
Tamil Nadu,Sugarcane,2021,Rabi,31759.53,109328.17,3.44,MOP,Drip,Loamy,Yes,28.5,1753.8,45,Mumbai,2089.79,Yes
Uttar Pradesh,Maize,2021,Rabi,43841.06,175007.74,3.99,Compost,Sprinkler,Loamy,Yes,31.4,782.4,51,Chennai,3196.62,No
Bihar,Wheat,2017,Zaid,37244.46,124278.33,3.34,Urea,Rainfed,Sandy,No,38.1,1240.5,24,Amritsar,3887.41,Yes
Karnataka,Maize,2018,Zaid,14359.88,53055.25,3.69,DAP,Sprinkler,Clay,No,27.9,324.3,81,Mumbai,4973.49,Yes
Punjab,Maize,2020,Zaid,4330.69,8850.53,2.04,Urea,Sprinkler,Sandy,Yes,39.6,206.9,69,Bangalore,1526.28,Yes
West Bengal,Rice,2019,Rabi,32961.48,94893.92,2.88,None,Sprinkler,Clay,No,35.2,882.8,72,Patna,1197.17,No
Maharashtra,Cotton,2020,Rabi,3899.68,13252.7,3.4,DAP,Rainfed,Sandy,Yes,30.2,1199.9,28,Patna,3777.42,Yes
